ags	source_page	source_row	field	printed_percentage	method
01057036	62	9	number_voters	81.2	ocr
01057036	62	9	invalid_votes	0.3	ocr
01057036	63	9	spd	46.8	ocr
01057036	63	9	fdp	2.6	ocr
01057036	63	9	dkp	0.1	ocr
01057036	63	9	gruene	3.3	ocr
01057037	62	10	without_certificate	90.1	ocr
01057037	62	10	number_voters	78.7	ocr
01057037	62	10	invalid_votes	0.6	ocr
01057037	63	10	spd	29.1	ocr
01057037	63	10	fdp	2.5	ocr
01057037	63	10	dkp	0.6	ocr
01057037	63	10	gruene	1.9	ocr
01057038	62	11	without_certificate	93.4	ocr
01057038	62	11	with_certificate	6.6	ocr
01057038	62	11	number_voters	77.9	ocr
01057038	63	11	spd	35.8	ocr
01057038	63	11	gruene	4.2	ocr
01057039	62	12	without_certificate	96.5	ocr
01057039	62	12	with_certificate	3.5	ocr
01057039	62	12	number_voters	81.5	visual
01057039	63	12	spd	40.5	ocr
01057039	63	12	fdp	0.8	ocr
01057039	63	12	gruene	4.3	ocr
01057040	62	13	without_certificate	95.9	ocr
01057040	62	13	with_certificate	4.1	ocr
01057040	62	13	number_voters	89.5	ocr
01057040	62	13	invalid_votes	0.5	ocr
01057040	63	13	spd	39.8	ocr
01057040	63	13	gruene	2.6	ocr
01057041	62	14	without_certificate	96.5	ocr
01057041	62	14	with_certificate	3.5	ocr
01057041	62	14	number_voters	85.8	ocr
01057041	63	14	cdu	45.3	ocr
01057041	63	14	fdp	1.8	ocr
01057041	63	14	gruene	3.1	ocr
01057042	62	15	without_certificate	94.7	ocr
01057042	62	15	with_certificate	5.3	ocr
01057042	62	15	number_voters	83.9	ocr
01057042	62	15	invalid_votes	1.5	ocr
01057042	63	15	spd	46.6	ocr
01057042	63	15	fdp	1.5	ocr
01057042	63	15	dkp	0.3	ocr
01057042	63	15	gruene	1.8	ocr
01057043	62	16	without_certificate	90.8	ocr
01057043	62	16	with_certificate	9.2	ocr
01057043	62	16	number_voters	76.1	ocr
01057043	62	16	invalid_votes	0.4	ocr
01057043	63	16	cdu	45.0	ocr
01057043	63	16	fdp	2.3	ocr
01057043	63	16	gruene	2.8	ocr
01057044	62	17	without_certificate	88.5	ocr
01057044	62	17	with_certificate	11.5	ocr
01057044	62	17	number_voters	79.4	ocr
01057044	63	17	cdu	38.2	ocr
01057044	63	17	gruene	2.3	ocr
01057045	62	18	without_certificate	93.4	ocr
01057045	62	18	with_certificate	6.6	ocr
01057045	62	18	invalid_votes	0.3	ocr
01057045	63	18	cdu	46.5	ocr
01057045	63	18	gruene	3.3	ocr
01057046	62	19	without_certificate	92.1	ocr
01057046	62	19	with_certificate	7.9	ocr
01057046	62	19	invalid_votes	0.1	ocr
01057046	63	19	cdu	47.1	ocr
01057046	63	19	fdp	2.2	ocr
01057046	63	19	gruene	3.3	ocr
01057047	62	20	without_certificate	92.6	ocr
01057047	62	20	with_certificate	7.4	ocr
01057047	62	20	number_voters	84.7	ocr
01057047	62	20	invalid_votes	0.6	ocr
01057047	63	20	spd	17.0	ocr
01057047	63	20	fdp	0.6	ocr
01057047	63	20	gruene	8.2	ocr
01057048	62	21	without_certificate	91.6	ocr
01057048	62	21	with_certificate	8.4	ocr
01057048	62	21	number_voters	77.9	ocr
01057048	62	21	invalid_votes	0.3	ocr
01057048	63	21	spd	46.0	ocr
01057048	63	21	fdp	2.2	ocr
01057048	63	21	dkp	0.2	ocr
01057048	63	21	gruene	2.0	ocr
01057049	62	22	without_certificate	91.3	ocr
01057049	62	22	with_certificate	8.8	ocr
01057049	62	22	number_voters	85.0	ocr
01057049	63	22	fdp	2.0	ocr
01057049	63	22	gruene	4.9	ocr
01057050	62	23	without_certificate	95.0	ocr
01057050	62	23	with_certificate	5.0	ocr
01057050	62	23	number_voters	83.0	ocr
01057050	62	23	invalid_votes	1.8	ocr
01057050	63	23	spd	45.6	ocr
01057050	63	23	fdp	0.7	ocr
01057050	63	23	gruene	3.0	ocr
01057051	62	24	without_certificate	90.5	ocr
01057051	62	24	with_certificate	9.5	ocr
01057051	62	24	number_voters	81.7	ocr
01057051	62	24	invalid_votes	0.3	ocr
01057051	63	24	cdu	41.6	ocr
01057051	63	24	fdp	4.1	ocr
01057051	63	24	gruene	3.2	ocr
01057052	62	25	without_certificate	94.3	ocr
01057052	62	25	with_certificate	5.7	ocr
01057052	62	25	number_voters	81.2	ocr
01057052	62	25	invalid_votes	0.3	ocr
01057052	63	25	spd	37.6	ocr
01057052	63	25	fdp	0.9	ocr
01057052	63	25	gruene	3.1	ocr
01057053	64	1	without_certificate	90.7	ocr
01057053	64	1	with_certificate	9.3	ocr
01057053	64	1	number_voters	75.4	ocr
01057053	65	1	spd	37.7	ocr
01057053	65	1	fdp	0.7	ocr
01057053	65	1	gruene	5.1	ocr
01057054	64	2	without_certificate	93.4	ocr
01057054	64	2	with_certificate	6.6	ocr
01057054	64	2	number_voters	81.9	ocr
01057054	64	2	invalid_votes	0.4	ocr
01057054	65	2	spd	36.8	ocr
01057054	65	2	fdp	2.1	ocr
01057054	65	2	gruene	0.9	ocr
01057055	64	3	without_certificate	94.0	ocr
01057055	64	3	with_certificate	6.0	ocr
01057055	64	3	number_voters	81.7	ocr
01057055	64	3	invalid_votes	0.9	ocr
01057055	65	3	cdu	46.1	ocr
01057055	65	3	fdp	0.5	ocr
01057055	65	3	dkp	0.2	ocr
01057055	65	3	gruene	2.4	ocr
01057056	64	4	without_certificate	91.0	ocr
01057056	64	4	with_certificate	9.0	ocr
01057056	64	4	number_voters	79.0	ocr
01057056	65	4	spd	41.7	ocr
01057056	65	4	fdp	3.0	ocr
01057056	65	4	gruene	8.3	ocr
01057057	64	5	without_certificate	89.2	ocr
01057057	64	5	with_certificate	10.8	ocr
01057057	64	5	number_voters	76.3	ocr
01057057	64	5	invalid_votes	0.4	ocr
01057057	65	5	spd	37.5	ocr
01057057	65	5	fdp	2.8	ocr
01057057	65	5	dkp	0.1	ocr
01057057	65	5	gruene	2.6	ocr
01057058	64	6	without_certificate	90.0	ocr
01057058	64	6	with_certificate	10.0	ocr
01057058	64	6	number_voters	77.6	ocr
01057058	64	6	invalid_votes	0.4	ocr
01057058	65	6	spd	29.0	ocr
01057058	65	6	fdp	1.7	ocr
01057058	65	6	gruene	4.8	ocr
01057059	64	7	without_certificate	89.4	ocr
01057059	64	7	with_certificate	10.6	ocr
01057059	64	7	number_voters	84.8	ocr
01057059	65	7	spd	38.9	ocr
01057059	65	7	fdp	3.1	ocr
01057059	65	7	gruene	4.3	ocr
01057060	64	8	without_certificate	98.3	ocr
01057060	64	8	with_certificate	1.7	ocr
01057060	64	8	number_voters	90.6	ocr
01057060	64	8	invalid_votes	0.4	ocr
01057060	65	8	spd	43.0	ocr
01057060	65	8	fdp	0.4	ocr
01057060	65	8	gruene	3.1	ocr
01057062	64	9	without_certificate	91.7	ocr
01057062	64	9	with_certificate	8.3	ocr
01057062	64	9	number_voters	80.0	ocr
01057062	64	9	invalid_votes	0.2	ocr
01057062	65	9	cdu	44.1	ocr
01057062	65	9	fdp	2.1	ocr
01057062	65	9	dkp	0.2	ocr
01057062	65	9	gruene	2.6	ocr
01057063	64	10	without_certificate	93.4	ocr
01057063	64	10	with_certificate	6.6	ocr
01057063	64	10	number_voters	82.7	ocr
01057063	64	10	invalid_votes	0.4	ocr
01057063	65	10	spd	41.6	ocr
01057063	65	10	fdp	1.4	ocr
01057063	65	10	dkp	0.1	ocr
01057063	65	10	gruene	4.5	ocr
01057064	64	11	without_certificate	92.8	ocr
01057064	64	11	with_certificate	7.2	ocr
01057064	64	11	number_voters	81.0	ocr
01057064	64	11	invalid_votes	0.1	ocr
01057064	65	11	spd	47.0	ocr
01057064	65	11	fdp	2.6	ocr
01057064	65	11	gruene	2.4	ocr
01057065	64	12	without_certificate	94.6	ocr
01057065	64	12	with_certificate	5.4	ocr
01057065	64	12	number_voters	86.3	ocr
01057065	65	12	cdu	45.7	ocr
01057065	65	12	fdp	1.0	ocr
01057065	65	12	dkp	0.5	ocr
01057065	65	12	gruene	3.4	ocr
01057066	64	13	without_certificate	92.9	ocr
01057066	64	13	with_certificate	7.1	ocr
01057066	64	13	number_voters	85.1	ocr
01057066	64	13	invalid_votes	0.4	ocr
01057066	65	13	spd	39.3	ocr
01057066	65	13	fdp	1.4	ocr
01057066	65	13	dkp	0.8	ocr
01057066	65	13	gruene	4.8	ocr
01057067	64	14	without_certificate	93.4	ocr
01057067	64	14	with_certificate	6.6	ocr
01057067	64	14	number_voters	85.9	ocr
01057067	64	14	invalid_votes	0.3	ocr
01057067	65	14	spd	32.9	ocr
01057067	65	14	fdp	2.2	ocr
01057067	65	14	gruene	3.4	ocr
01057068	64	15	without_certificate	93.4	ocr
01057068	64	15	with_certificate	6.6	ocr
01057068	64	15	number_voters	80.7	ocr
01057068	64	15	invalid_votes	0.2	ocr
01057068	65	15	spd	22.6	ocr
01057068	65	15	fdp	0.9	ocr
01057068	65	15	gruene	1.6	ocr
01057069	64	16	without_certificate	93.9	ocr
01057069	64	16	with_certificate	6.1	ocr
01057069	64	16	number_voters	77.6	ocr
01057069	65	16	spd	34.9	ocr
01057069	65	16	fdp	2.5	ocr
01057069	65	16	dkp	0.2	ocr
01057069	65	16	gruene	4.3	ocr
01057070	64	17	without_certificate	91.3	ocr
01057070	64	17	with_certificate	8.7	ocr
01057070	64	17	number_voters	82.7	ocr
01057070	64	17	invalid_votes	0.3	ocr
01057070	65	17	spd	42.7	ocr
01057070	65	17	fdp	1.7	ocr
01057070	65	17	dkp	0.3	ocr
01057070	65	17	gruene	3.3	ocr
01057071	64	18	without_certificate	93.9	ocr
01057071	64	18	with_certificate	6.1	ocr
01057071	64	18	number_voters	85.1	ocr
01057071	65	18	spd	33.4	ocr
01057071	65	18	fdp	0.7	ocr
01057071	65	18	gruene	5.0	ocr
01057072	64	19	without_certificate	91.8	ocr
01057072	64	19	with_certificate	8.2	ocr
01057072	64	19	number_voters	83.6	ocr
01057072	65	19	cdu	44.1	ocr
01057072	65	19	fdp	2.4	ocr
01057072	65	19	gruene	4.4	ocr
01057073	64	20	without_certificate	88.9	ocr
01057073	64	20	with_certificate	11.1	ocr
01057073	64	20	number_voters	76.7	ocr
01057073	64	20	invalid_votes	0.2	ocr
01057073	65	20	spd	46.7	ocr
01057073	65	20	fdp	1.8	ocr
01057073	65	20	gruene	1.7	ocr
01057074	64	21	without_certificate	92.9	ocr
01057074	64	21	with_certificate	7.1	ocr
01057074	64	21	number_voters	80.5	ocr
01057074	64	21	invalid_votes	0.2	ocr
01057074	65	21	cdu	43.2	ocr
01057074	65	21	fdp	1.7	ocr
01057074	65	21	dkp	0.1	ocr
01057074	65	21	gruene	2.7	ocr
01057076	64	22	without_certificate	97.0	ocr
01057076	64	22	with_certificate	3.0	ocr
01057076	64	22	number_voters	83.1	ocr
01057076	64	22	invalid_votes	1.3	ocr
01057076	65	22	cdu	41.0	ocr
01057076	65	22	dkp	0.3	ocr
01057076	65	22	gruene	2.6	ocr
01057077	64	23	without_certificate	93.5	ocr
01057077	64	23	with_certificate	6.5	ocr
01057077	64	23	number_voters	82.9	ocr
01057077	64	23	invalid_votes	0.1	ocr
01057077	65	23	cdu	44.5	ocr
01057077	65	23	fdp	2.0	ocr
01057077	65	23	gruene	1.6	ocr
01057078	64	24	without_certificate	94.3	ocr
01057078	64	24	with_certificate	5.7	ocr
01057078	64	24	number_voters	84.3	ocr
01057078	65	24	cdu	46.1	ocr
01057078	65	24	fdp	2.4	ocr
01057078	65	24	gruene	2.0	ocr
01057079	64	25	without_certificate	93.6	ocr
01057079	64	25	with_certificate	6.4	ocr
01057079	64	25	number_voters	84.5	ocr
01057079	64	25	invalid_votes	0.5	ocr
01057079	65	25	spd	41.8	ocr
01057079	65	25	fdp	1.8	visual
01057079	65	25	dkp	0.3	ocr
01057079	65	25	gruene	1.3	visual
01057080	66	1	without_certificate	95.2	ocr
01057080	66	1	with_certificate	4.8	ocr
01057080	66	1	number_voters	76.7	ocr
01057080	66	1	invalid_votes	0.2	ocr
01057080	67	1	spd	42.2	ocr
01057080	67	1	fdp	1.1	ocr
01057080	67	1	gruene	5.1	ocr
01057081	66	2	without_certificate	94.8	ocr
01057081	66	2	with_certificate	5.2	ocr
01057081	66	2	number_voters	86.1	ocr
01057081	66	2	invalid_votes	0.5	ocr
01057081	67	2	spd	44.9	ocr
01057081	67	2	gruene	6.0	ocr
01057082	66	3	without_certificate	90.7	ocr
01057082	66	3	with_certificate	9.3	visual
01057082	66	3	number_voters	83.3	ocr
01057082	66	3	invalid_votes	0.9	ocr
01057082	67	3	cdu	39.5	ocr
01057082	67	3	fdp	0.9	ocr
01057082	67	3	dkp	0.4	ocr
01057082	67	3	gruene	0.4	ocr
01057083	66	4	with_certificate	8.3	ocr
01057083	66	4	number_voters	83.8	ocr
01057083	66	4	invalid_votes	0.4	ocr
01057083	67	4	spd	44.2	ocr
01057083	67	4	fdp	1.7	ocr
01057083	67	4	gruene	1.7	ocr
01057084	66	5	without_certificate	89.2	ocr
01057084	66	5	with_certificate	10.8	ocr
01057084	66	5	number_voters	83.8	ocr
01057084	67	5	spd	39.3	ocr
01057084	67	5	gruene	4.6	ocr
01057085	66	6	without_certificate	91.0	ocr
01057085	66	6	with_certificate	9.0	ocr
01057085	66	6	number_voters	76.5	ocr
01057085	66	6	invalid_votes	0.2	ocr
01057085	67	6	spd	46.0	ocr
01057085	67	6	fdp	1.9	ocr
01057085	67	6	gruene	2.1	ocr
01057086	66	7	without_certificate	95.2	ocr
01057086	66	7	with_certificate	4.8	ocr
01057086	66	7	number_voters	91.6	ocr
01057086	67	7	spd	43.8	visual
01057086	67	7	fdp	2.9	ocr
01057086	67	7	gruene	2.9	ocr
01057087	66	8	without_certificate	92.3	ocr
01057087	66	8	with_certificate	7.7	ocr
01057087	66	8	number_voters	81.6	visual
01057087	66	8	invalid_votes	0.6	ocr
01057087	67	8	cdu	31.9	ocr
01057087	67	8	fdp	1.1	ocr
01057087	67	8	gruene	2.8	ocr
01057088	66	9	without_certificate	93.0	ocr
01057088	66	9	with_certificate	7.0	ocr
01057088	66	9	number_voters	83.9	ocr
01057088	67	9	spd	42.0	ocr
01057088	67	9	fdp	1.2	ocr
01057088	67	9	gruene	2.8	ocr
01057089	66	10	without_certificate	89.1	ocr
01057089	66	10	with_certificate	10.9	ocr
01057089	66	10	number_voters	83.9	ocr
01057089	67	10	cdu	42.6	ocr
01057089	67	10	fdp	0.9	ocr
01057089	67	10	gruene	5.2	ocr
01057090	66	11	without_certificate	93.6	ocr
01057090	66	11	with_certificate	6.4	ocr
01057090	66	11	number_voters	86.0	visual
01057090	67	11	cdu	46.0	ocr
01057090	67	11	gruene	2.1	ocr
01058001	68	1	without_certificate	90.8	ocr
01058001	68	1	with_certificate	9.2	ocr
01058001	68	1	number_voters	83.3	ocr
01058001	68	1	invalid_votes	0.4	ocr
01058001	69	1	spd	40.7	ocr
01058001	69	1	fdp	1.6	ocr
01058001	69	1	ssw	0.4	ocr
01058001	69	1	dkp	0.2	ocr
01058001	69	1	dgl	0.2	ocr
01058001	69	1	gruene	3.0	ocr
01058001	69	1	fp	0.2	ocr
01058002	68	2	without_certificate	91.4	ocr
01058002	68	2	with_certificate	8.6	ocr
01058002	68	2	number_voters	85.9	ocr
01058002	69	2	spd	20.0	ocr
01058002	69	2	ssw	3.6	ocr
01058002	69	2	gruene	4.5	ocr
01058003	68	3	without_certificate	93.8	ocr
01058003	68	3	with_certificate	6.2	ocr
01058003	68	3	number_voters	82.0	ocr
01058003	68	3	invalid_votes	0.8	ocr
01058003	69	3	fdp	2.0	ocr
01058003	69	3	ssw	1.3	ocr
01058003	69	3	gruene	2.9	ocr
01058004	68	4	without_certificate	90.6	ocr
01058004	68	4	with_certificate	9.4	ocr
01058004	68	4	number_voters	75.2	ocr
01058004	69	4	spd	38.8	ocr
01058004	69	4	fdp	2.0	ocr
01058004	69	4	gruene	3.3	ocr
01058005	68	5	without_certificate	90.2	ocr
01058005	68	5	with_certificate	9.8	ocr
01058005	68	5	number_voters	80.8	ocr
01058005	68	5	invalid_votes	0.3	ocr
01058005	69	5	spd	45.4	ocr
01058005	69	5	fdp	4.2	ocr
01058005	69	5	ssw	0.6	ocr
01058005	69	5	dgl	0.2	ocr
01058005	69	5	gruene	2.7	ocr
01058005	69	5	fp	0.1	ocr
01058007	68	6	without_certificate	96.4	ocr
01058007	68	6	with_certificate	3.6	ocr
01058007	69	6	spd	28.8	ocr
01058007	69	6	fdp	0.7	ocr
01058007	69	6	gruene	1.3	ocr
01058008	68	7	without_certificate	92.9	ocr
01058008	68	7	with_certificate	7.1	ocr
01058008	68	7	number_voters	80.7	ocr
01058008	69	7	spd	33.9	ocr
01058008	69	7	fdp	2.6	ocr
01058008	69	7	ssw	3.3	ocr
01058008	69	7	gruene	2.8	ocr
01058009	68	8	without_certificate	93.8	ocr
01058009	68	8	with_certificate	6.2	ocr
01058009	68	8	number_voters	82.4	ocr
01058009	68	8	invalid_votes	0.3	ocr
01058009	69	8	spd	38.1	ocr
01058009	69	8	fdp	3.0	ocr
01058009	69	8	ssw	0.2	ocr
01058009	69	8	dkp	0.3	ocr
01058009	69	8	gruene	2.4	ocr
01058010	68	9	without_certificate	99.1	ocr
01058010	68	9	with_certificate	0.9	ocr
01058010	68	9	number_voters	89.3	ocr
01058010	69	9	spd	33.0	ocr
01058010	69	9	fdp	2.0	ocr
01058010	69	9	gruene	2.0	ocr
01058011	68	10	without_certificate	94.3	ocr
01058011	68	10	with_certificate	5.7	ocr
01058011	68	10	number_voters	77.5	ocr
01058011	68	10	invalid_votes	0.5	ocr
01058011	69	10	spd	29.9	ocr
01058011	69	10	fdp	2.1	ocr
01058011	69	10	gruene	1.0	ocr
01058012	68	11	without_certificate	93.5	ocr
01058012	68	11	with_certificate	6.5	ocr
01058012	68	11	number_voters	78.4	ocr
01058012	68	11	invalid_votes	0.1	ocr
01058012	69	11	spd	44.1	ocr
01058012	69	11	fdp	2.7	ocr
01058012	69	11	ssw	2.1	ocr
01058012	69	11	dkp	0.1	ocr
01058012	69	11	gruene	3.4	ocr
01058013	68	12	without_certificate	94.7	ocr
01058013	68	12	with_certificate	5.3	ocr
01058013	68	12	number_voters	82.3	ocr
01058013	68	12	invalid_votes	0.5	ocr
01058013	69	12	spd	27.1	ocr
01058013	69	12	fdp	2.0	ocr
01058013	69	12	ssw	1.0	ocr
01058013	69	12	gruene	1.0	ocr
01058014	68	13	without_certificate	92.1	ocr
01058014	68	13	with_certificate	7.9	ocr
01058014	68	13	number_voters	80.2	ocr
01058014	68	13	invalid_votes	0.4	ocr
01058014	69	13	spd	16.6	ocr
01058014	69	13	fdp	2.5	ocr
01058014	69	13	gruene	3.2	ocr
01058015	68	14	without_certificate	94.3	ocr
01058015	68	14	with_certificate	5.7	ocr
01058015	68	14	number_voters	83.1	ocr
01058015	68	14	invalid_votes	0.4	ocr
01058015	69	14	spd	31.8	ocr
01058015	69	14	fdp	2.7	ocr
01058015	69	14	gruene	3.6	ocr
01058016	68	15	without_certificate	94.3	ocr
01058016	68	15	with_certificate	5.7	ocr
01058016	68	15	number_voters	83.7	ocr
01058016	69	15	spd	27.2	ocr
01058016	69	15	fdp	1.9	ocr
01058016	69	15	gruene	4.9	ocr
01058017	68	16	without_certificate	91.8	ocr
01058017	68	16	with_certificate	8.2	ocr
01058017	68	16	number_voters	85.9	ocr
01058017	69	16	spd	22.6	ocr
01058017	69	16	fdp	0.7	ocr
01058017	69	16	ssw	0.7	ocr
01058017	69	16	gruene	5.5	ocr
01058018	68	17	without_certificate	95.4	ocr
01058018	68	17	with_certificate	4.6	ocr
01058018	68	17	number_voters	85.9	ocr
01058018	68	17	invalid_votes	0.7	ocr
01058018	69	17	spd	44.0	ocr
01058018	69	17	fdp	3.3	ocr
01058018	69	17	dkp	0.9	ocr
01058018	69	17	gruene	3.3	ocr
01058019	68	18	without_certificate	96.3	ocr
01058019	68	18	with_certificate	3.7	ocr
01058019	68	18	number_voters	90.8	ocr
01058019	69	18	spd	37.6	ocr
01058019	69	18	fdp	4.1	ocr
01058019	69	18	dkp	0.5	ocr
01058019	69	18	gruene	7.1	ocr
01058021	68	19	without_certificate	97.5	ocr
01058021	68	19	with_certificate	2.5	ocr
01058021	68	19	number_voters	81.8	ocr
01058021	68	19	invalid_votes	0.3	ocr
01058021	69	19	spd	34.2	ocr
01058021	69	19	fdp	0.6	ocr
01058021	69	19	ssw	1.9	ocr
01058021	69	19	gruene	5.2	ocr
01058022	68	20	without_certificate	90.5	ocr
01058022	68	20	with_certificate	9.5	ocr
01058022	68	20	number_voters	79.4	ocr
01058022	68	20	invalid_votes	0.3	ocr
01058022	69	20	spd	46.5	ocr
01058022	69	20	fdp	2.5	ocr
01058022	69	20	dkp	0.1	ocr
01058022	69	20	gruene	1.9	ocr
01058023	68	21	without_certificate	93.5	ocr
01058023	68	21	with_certificate	6.5	ocr
01058023	68	21	number_voters	81.6	ocr
01058023	69	21	spd	42.7	ocr
01058023	69	21	dkp	0.6	ocr
01058023	69	21	dgl	2.4	ocr
01058023	69	21	gruene	3.0	ocr
01058024	68	22	without_certificate	94.3	ocr
01058024	68	22	with_certificate	5.7	ocr
01058024	68	22	number_voters	86.6	ocr
01058024	68	22	invalid_votes	0.1	ocr
01058024	69	22	cdu	46.4	ocr
01058024	69	22	fdp	1.0	ocr
01058024	69	22	ssw	1.0	ocr
01058024	69	22	gruene	1.8	ocr
01058025	68	23	without_certificate	92.1	ocr
01058025	68	23	with_certificate	7.9	ocr
01058025	68	23	number_voters	78.6	ocr
01058025	69	23	spd	19.1	ocr
01058025	69	23	gruene	2.7	ocr
01058026	68	24	without_certificate	93.4	ocr
01058026	68	24	with_certificate	6.6	ocr
01058026	68	24	number_voters	81.3	ocr
01058026	68	24	invalid_votes	0.6	ocr
01058026	69	24	cdu	46.4	ocr
01058026	69	24	fdp	2.1	ocr
01058026	69	24	gruene	2.4	ocr
01058027	68	25	without_certificate	96.7	ocr
01058027	68	25	with_certificate	3.3	ocr
01058027	68	25	number_voters	79.1	ocr
01058027	69	25	spd	24.9	ocr
01058027	69	25	fdp	3.6	ocr
01058027	69	25	ssw	0.5	ocr
01058027	69	25	dkp	0.5	ocr
01058027	69	25	dgl	1.0	ocr
01058027	69	25	gruene	1.6	ocr
01058028	70	1	without_certificate	95.1	ocr
01058028	70	1	with_certificate	4.9	ocr
01058028	70	1	number_voters	81.7	ocr
01058028	70	1	invalid_votes	0.5	ocr
01058028	71	1	spd	39.9	ocr
01058028	71	1	dgl	0.3	ocr
01058028	71	1	gruene	1.9	ocr
01058029	70	2	without_certificate	95.8	ocr
01058029	70	2	with_certificate	4.2	ocr
01058029	70	2	number_voters	81.4	ocr
01058029	70	2	invalid_votes	0.1	ocr
01058029	71	2	spd	38.4	ocr
01058029	71	2	gruene	2.8	ocr
01058030	70	3	without_certificate	94.9	ocr
01058030	70	3	with_certificate	5.1	ocr
01058030	70	3	number_voters	80.7	ocr
01058030	70	3	invalid_votes	0.5	ocr
01058030	71	3	spd	39.2	ocr
01058030	71	3	fdp	0.9	ocr
01058030	71	3	ssw	4.0	ocr
01058030	71	3	gruene	3.7	ocr
01058031	70	4	without_certificate	91.0	ocr
01058031	70	4	with_certificate	9.0	ocr
01058031	70	4	number_voters	76.6	ocr
01058031	71	4	spd	25.9	ocr
01058031	71	4	gruene	1.2	ocr
01058032	70	5	without_certificate	88.0	ocr
01058032	70	5	with_certificate	12.0	ocr
01058032	70	5	number_voters	76.2	ocr
01058032	70	5	invalid_votes	0.6	ocr
01058032	71	5	spd	37.2	ocr
01058032	71	5	fdp	1.9	ocr
01058032	71	5	gruene	2.6	ocr
01058033	70	6	without_certificate	96.7	ocr
01058033	70	6	with_certificate	3.3	ocr
01058033	70	6	number_voters	85.6	ocr
01058033	70	6	invalid_votes	0.2	visual
01058033	71	6	spd	42.0	ocr
01058033	71	6	fdp	0.5	ocr
01058033	71	6	gruene	2.9	ocr
01058034	70	7	without_certificate	93.2	ocr
01058034	70	7	with_certificate	6.8	ocr
01058034	70	7	number_voters	82.5	ocr
01058034	70	7	invalid_votes	0.3	visual
01058034	71	7	cdu	38.1	ocr
01058034	71	7	ssw	1.0	visual
01058034	71	7	gruene	1.8	ocr
01058035	70	8	without_certificate	89.0	ocr
01058035	70	8	with_certificate	11.0	ocr
01058035	70	8	number_voters	77.1	ocr
01058035	70	8	invalid_votes	0.4	ocr
01058035	71	8	spd	28.7	ocr
01058035	71	8	fdp	3.2	ocr
01058035	71	8	gruene	4.0	ocr
01058036	70	9	without_certificate	92.2	ocr
01058036	70	9	with_certificate	7.8	ocr
01058036	70	9	number_voters	81.3	ocr
01058036	71	9	spd	23.7	ocr
01058036	71	9	fdp	0.6	ocr
01058036	71	9	dkp	0.6	ocr
01058036	71	9	gruene	1.3	ocr
01058037	70	10	without_certificate	92.6	ocr
01058037	70	10	with_certificate	7.4	ocr
01058037	70	10	number_voters	82.1	ocr
01058037	70	10	invalid_votes	0.4	visual
01058037	71	10	spd	40.8	visual
01058037	71	10	fdp	2.4	ocr
01058037	71	10	ssw	0.7	ocr
01058037	71	10	gruene	1.8	ocr
01058037	71	10	fp	0.1	ocr
01058038	70	11	without_certificate	93.0	ocr
01058038	70	11	with_certificate	7.0	ocr
01058038	70	11	number_voters	79.3	ocr
01058038	70	11	invalid_votes	2.0	ocr
01058038	71	11	fdp	1.2	ocr
01058038	71	11	ssw	0.4	ocr
01058038	71	11	gruene	2.5	ocr
01058038	71	11	fp	0.4	ocr
01058039	70	12	without_certificate	91.5	ocr
01058039	70	12	with_certificate	8.5	ocr
01058039	70	12	number_voters	80.4	ocr
01058039	71	12	spd	41.7	ocr
01058039	71	12	fdp	2.3	ocr
01058039	71	12	gruene	3.2	ocr
01058040	70	13	without_certificate	87.7	ocr
01058040	70	13	with_certificate	12.3	ocr
01058040	70	13	number_voters	65.3	ocr
01058040	70	13	invalid_votes	0.2	ocr
01058040	71	13	cdu	46.4	ocr
01058040	71	13	fdp	1.4	ocr
01058040	71	13	ssw	1.2	visual
01058040	71	13	gruene	1.7	ocr
01058042	70	14	without_certificate	88.3	ocr
01058042	70	14	with_certificate	11.7	ocr
01058042	70	14	number_voters	75.2	ocr
01058042	70	14	invalid_votes	0.3	ocr
01058042	71	14	spd	41.7	ocr
01058042	71	14	fdp	1.1	ocr
01058042	71	14	gruene	1.3	ocr
01058043	70	15	without_certificate	89.7	ocr
01058043	70	15	with_certificate	10.3	ocr
01058043	70	15	number_voters	75.1	ocr
01058043	70	15	invalid_votes	0.3	ocr
01058043	71	15	cdu	42.8	ocr
01058043	71	15	fdp	3.0	ocr
01058043	71	15	ssw	3.0	ocr
01058043	71	15	dkp	0.3	ocr
01058043	71	15	gruene	2.3	ocr
01058044	70	16	without_certificate	95.7	ocr
01058044	70	16	with_certificate	4.3	ocr
01058044	70	16	number_voters	84.5	ocr
01058044	70	16	invalid_votes	0.4	visual
01058044	71	16	spd	26.5	ocr
01058044	71	16	fdp	1.1	ocr
01058044	71	16	ssw	0.4	ocr
01058044	71	16	gruene	2.9	ocr
01058045	70	17	without_certificate	98.4	ocr
01058045	70	17	with_certificate	1.6	ocr
01058045	70	17	invalid_votes	2.0	ocr
01058045	71	17	spd	27.0	visual
01058045	71	17	fdp	1.0	ocr
01058045	71	17	ssw	1.0	visual
01058045	71	17	gruene	2.0	ocr
01058046	70	18	without_certificate	94.8	ocr
01058046	70	18	with_certificate	5.2	ocr
01058046	70	18	number_voters	82.6	ocr
01058046	71	18	spd	36.3	ocr
01058046	71	18	fdp	1.8	ocr
01058046	71	18	gruene	1.8	ocr
01058047	70	19	without_certificate	94.3	ocr
01058047	70	19	with_certificate	5.7	ocr
