ags	source_page	source_row	field	printed_percentage	method
01051119	26	2	without_certificate	90.5	ocr
01051119	26	2	with_certificate	9.5	ocr
01051119	26	2	number_voters	72.4	ocr
01051119	27	2	spd	23.7	ocr
01051119	27	2	fdp	2.5	ocr
01051119	27	2	gruene	4.2	ocr
01051120	26	3	without_certificate	96.4	ocr
01051120	26	3	with_certificate	3.6	ocr
01051120	26	3	number_voters	78.6	ocr
01051120	27	3	fdp	9.1	ocr
01051121	26	4	without_certificate	83.5	ocr
01051121	26	4	with_certificate	16.5	ocr
01051121	26	4	number_voters	69.4	ocr
01051121	27	4	spd	40.5	ocr
01051121	27	4	fdp	1.2	ocr
01051122	26	5	without_certificate	95.7	ocr
01051122	26	5	with_certificate	4.3	ocr
01051122	26	5	number_voters	80.0	ocr
01051122	26	5	invalid_votes	0.6	ocr
01051122	27	5	spd	41.3	ocr
01051122	27	5	fdp	0.8	ocr
01051122	27	5	dkp	0.1	ocr
01051122	27	5	gruene	2.1	ocr
01051125	26	6	without_certificate	94.3	ocr
01051125	26	6	with_certificate	5.7	ocr
01051125	26	6	number_voters	83.9	ocr
01051125	27	6	spd	26.7	ocr
01051125	27	6	fdp	1.2	ocr
01051125	27	6	ssw	1.2	ocr
01051125	27	6	gruene	3.6	ocr
01051126	26	7	without_certificate	93.8	ocr
01051126	26	7	with_certificate	6.3	ocr
01051126	26	7	number_voters	83.8	ocr
01051126	26	7	invalid_votes	1.5	ocr
01051126	27	7	spd	13.6	ocr
01051126	27	7	gruene	1.5	ocr
01051127	26	8	without_certificate	90.9	ocr
01051127	26	8	with_certificate	9.1	ocr
01051127	26	8	number_voters	74.6	ocr
01051127	26	8	invalid_votes	0.6	ocr
01051127	27	8	spd	43.6	ocr
01051127	27	8	fdp	1.7	ocr
01051127	27	8	dkp	0.2	ocr
01051127	27	8	gruene	2.2	ocr
01051128	26	9	without_certificate	98.3	ocr
01051128	26	9	with_certificate	1.7	ocr
01051128	26	9	number_voters	73.3	ocr
01051128	27	9	spd	27.1	ocr
01051128	27	9	fdp	3.5	ocr
01051128	27	9	gruene	1.2	ocr
01051129	26	10	without_certificate	92.4	ocr
01051129	26	10	with_certificate	7.6	ocr
01051129	26	10	number_voters	77.8	ocr
01051129	27	10	spd	45.5	ocr
01051129	27	10	fdp	0.6	ocr
01051129	27	10	gruene	0.6	ocr
01051130	26	11	without_certificate	94.4	ocr
01051130	26	11	with_certificate	5.6	ocr
01051130	26	11	number_voters	85.6	ocr
01051130	26	11	invalid_votes	0.3	ocr
01051130	27	11	spd	45.7	ocr
01051130	27	11	fdp	1.3	ocr
01051130	27	11	gruene	1.5	ocr
01051131	26	12	without_certificate	97.5	ocr
01051131	26	12	with_certificate	2.5	ocr
01051131	26	12	number_voters	86.1	ocr
01051131	27	12	spd	20.6	ocr
01051131	27	12	fdp	1.5	ocr
01051131	27	12	gruene	2.9	ocr
01051132	26	13	without_certificate	90.7	ocr
01051132	26	13	with_certificate	9.3	ocr
01051132	26	13	number_voters	76.0	ocr
01051132	26	13	invalid_votes	0.7	ocr
01051132	27	13	cdu	43.2	ocr
01051132	27	13	fdp	1.3	ocr
01051132	27	13	gruene	2.6	ocr
01051133	26	14	without_certificate	91.9	ocr
01051133	26	14	with_certificate	8.1	ocr
01051133	26	14	number_voters	83.1	ocr
01051133	27	14	spd	18.4	ocr
01051133	27	14	fdp	1.0	ocr
01051133	27	14	gruene	3.9	ocr
01051134	26	15	without_certificate	96.7	ocr
01051134	26	15	with_certificate	3.3	ocr
01051134	26	15	number_voters	82.2	ocr
01051134	26	15	invalid_votes	0.2	ocr
01051134	27	15	spd	26.2	ocr
01051134	27	15	fdp	0.9	ocr
01051134	27	15	dkp	0.2	ocr
01051134	27	15	gruene	2.1	ocr
01051135	26	16	without_certificate	94.5	ocr
01051135	26	16	with_certificate	5.5	ocr
01051135	26	16	number_voters	80.1	ocr
01051135	27	16	spd	29.8	ocr
01051135	27	16	fdp	1.4	ocr
01051135	27	16	gruene	1.8	ocr
01051136	26	17	without_certificate	93.0	ocr
01051136	26	17	with_certificate	7.0	ocr
01051136	26	17	number_voters	85.6	ocr
01051136	26	17	invalid_votes	0.6	ocr
01051136	27	17	spd	20.9	ocr
01051136	27	17	fdp	3.1	ocr
01051136	27	17	gruene	1.1	ocr
01051137	26	18	without_certificate	96.2	ocr
01051137	26	18	with_certificate	3.8	ocr
01051137	26	18	invalid_votes	1.2	ocr
01051137	27	18	spd	34.0	ocr
01051137	27	18	fdp	1.7	ocr
01051137	27	18	gruene	2.4	ocr
01051138	26	19	without_certificate	96.4	ocr
01051138	26	19	with_certificate	3.6	ocr
01051138	26	19	number_voters	84.5	ocr
01051138	27	19	spd	25.4	ocr
01051138	27	19	gruene	2.0	visual
01051139	26	20	without_certificate	94.0	ocr
01051139	26	20	with_certificate	6.0	ocr
01051139	26	20	number_voters	83.3	ocr
01051139	27	20	spd	9.8	ocr
01051139	27	20	gruene	1.3	ocr
01051140	26	21	without_certificate	94.1	ocr
01051140	26	21	with_certificate	5.9	ocr
01051140	26	21	number_voters	81.4	ocr
01051140	26	21	invalid_votes	1.0	ocr
01051140	27	21	spd	31.6	ocr
01051140	27	21	fdp	2.1	ocr
01051140	27	21	gruene	2.1	ocr
01053001	28	1	without_certificate	94.2	ocr
01053001	28	1	with_certificate	5.8	ocr
01053001	28	1	number_voters	80.8	ocr
01053001	29	1	spd	23.8	ocr
01053001	29	1	fdp	4.8	ocr
01053001	29	1	gruene	9.5	ocr
01053002	28	2	without_certificate	87.3	ocr
01053002	28	2	with_certificate	12.7	ocr
01053002	28	2	number_voters	79.0	ocr
01053002	29	2	spd	35.6	ocr
01053002	29	2	fdp	1.9	ocr
01053002	29	2	gruene	2.5	ocr
01053003	28	3	without_certificate	83.1	ocr
01053003	28	3	with_certificate	16.9	ocr
01053003	28	3	number_voters	73.2	ocr
01053003	28	3	invalid_votes	0.4	ocr
01053003	29	3	spd	31.5	ocr
01053003	29	3	fdp	2.9	ocr
01053003	29	3	gruene	5.2	ocr
01053004	28	4	without_certificate	90.2	ocr
01053004	28	4	with_certificate	9.8	ocr
01053004	28	4	number_voters	79.0	ocr
01053004	28	4	invalid_votes	0.2	ocr
01053004	29	4	spd	27.5	ocr
01053004	29	4	fdp	2.2	ocr
01053004	29	4	gruene	3.9	ocr
01053005	28	5	without_certificate	92.1	ocr
01053005	28	5	with_certificate	7.9	ocr
01053005	28	5	number_voters	87.9	ocr
01053005	29	5	spd	24.4	ocr
01053005	29	5	fdp	1.6	ocr
01053005	29	5	gruene	2.4	ocr
01053006	28	6	without_certificate	94.0	ocr
01053006	28	6	with_certificate	6.0	ocr
01053006	28	6	number_voters	81.6	ocr
01053006	28	6	invalid_votes	0.5	ocr
01053006	29	6	spd	37.9	visual
01053006	29	6	fdp	1.5	ocr
01053006	29	6	gruene	3.0	ocr
01053007	28	7	without_certificate	96.5	ocr
01053007	28	7	with_certificate	3.5	ocr
01053007	28	7	number_voters	83.5	visual
01053007	29	7	spd	29.5	ocr
01053007	29	7	fdp	1.4	ocr
01053007	29	7	gruene	4.1	ocr
01053008	28	8	without_certificate	92.0	ocr
01053008	28	8	with_certificate	8.0	ocr
01053008	28	8	number_voters	79.8	ocr
01053008	29	8	spd	25.7	ocr
01053008	29	8	fdp	0.5	ocr
01053008	29	8	gruene	6.2	ocr
01053009	28	9	without_certificate	86.3	ocr
01053009	28	9	with_certificate	13.7	ocr
01053009	28	9	number_voters	81.4	ocr
01053009	28	9	invalid_votes	0.7	ocr
01053009	29	9	spd	41.8	ocr
01053009	29	9	fdp	1.5	ocr
01053009	29	9	dkp	0.1	ocr
01053009	29	9	gruene	4.0	ocr
01053010	28	10	without_certificate	96.9	ocr
01053010	28	10	with_certificate	3.1	ocr
01053010	28	10	number_voters	93.8	ocr
01053010	29	10	spd	27.9	ocr
01053010	29	10	fdp	1.6	ocr
01053011	28	11	without_certificate	90.5	ocr
01053011	28	11	with_certificate	9.5	ocr
01053011	29	11	cdu	39.0	ocr
01053011	29	11	fdp	1.9	ocr
01053011	29	11	gruene	7.0	ocr
01053012	28	12	with_certificate	8.1	ocr
01053012	28	12	number_voters	79.1	ocr
01053012	28	12	invalid_votes	0.3	ocr
01053012	29	12	cdu	44.9	ocr
01053012	29	12	fdp	2.2	ocr
01053012	29	12	dkp	0.1	ocr
01053012	29	12	gruene	4.4	ocr
01053013	28	13	without_certificate	96.0	ocr
01053013	28	13	with_certificate	4.0	ocr
01053013	28	13	number_voters	89.9	ocr
01053013	29	13	spd	33.7	ocr
01053013	29	13	fdp	0.6	ocr
01053013	29	13	dkp	1.1	ocr
01053013	29	13	gruene	4.5	ocr
01053014	28	14	without_certificate	91.5	ocr
01053014	28	14	with_certificate	8.5	ocr
01053014	28	14	number_voters	81.8	ocr
01053014	28	14	invalid_votes	0.5	ocr
01053014	29	14	spd	43.8	ocr
01053014	29	14	fdp	1.8	ocr
01053014	29	14	dkp	0.1	ocr
01053014	29	14	gruene	3.2	ocr
01053015	28	15	without_certificate	96.5	ocr
01053015	28	15	with_certificate	3.5	ocr
01053015	28	15	number_voters	86.1	ocr
01053015	29	15	spd	43.0	ocr
01053015	29	15	fdp	2.0	ocr
01053015	29	15	gruene	4.0	ocr
01053016	28	16	without_certificate	95.7	ocr
01053016	28	16	with_certificate	4.3	ocr
01053016	28	16	number_voters	92.8	ocr
01053016	29	16	spd	48.4	ocr
01053016	29	16	gruene	1.6	ocr
01053017	28	17	without_certificate	96.7	ocr
01053017	28	17	with_certificate	3.3	ocr
01053017	28	17	number_voters	79.4	ocr
01053017	29	17	spd	31.7	ocr
01053017	29	17	fdp	1.9	ocr
01053017	29	17	dkp	0.3	ocr
01053017	29	17	gruene	4.2	ocr
01053018	28	18	without_certificate	88.8	ocr
01053018	28	18	with_certificate	11.2	ocr
01053018	28	18	number_voters	82.2	ocr
01053018	29	18	spd	28.8	ocr
01053018	29	18	fdp	7.2	ocr
01053018	29	18	gruene	8.8	ocr
01053019	28	19	without_certificate	96.6	ocr
01053019	28	19	with_certificate	3.4	ocr
01053019	28	19	number_voters	89.2	ocr
01053019	28	19	invalid_votes	0.8	visual
01053019	29	19	spd	42.7	ocr
01053019	29	19	fdp	0.8	ocr
01053019	29	19	gruene	2.3	ocr
01053020	28	20	without_certificate	93.4	ocr
01053020	28	20	with_certificate	6.6	ocr
01053020	28	20	number_voters	79.0	ocr
01053020	28	20	invalid_votes	0.3	visual
01053020	29	20	spd	46.4	ocr
01053020	29	20	fdp	1.8	ocr
01053020	29	20	dkp	0.1	ocr
01053020	29	20	gruene	2.3	ocr
01053021	28	21	without_certificate	96.6	ocr
01053021	28	21	with_certificate	3.4	ocr
01053021	28	21	number_voters	96.6	ocr
01053021	28	21	invalid_votes	1.8	ocr
01053021	29	21	spd	18.2	ocr
01053021	29	21	fdp	3.6	ocr
01053021	29	21	gruene	3.6	ocr
01053022	28	22	without_certificate	95.4	ocr
01053022	28	22	with_certificate	4.6	ocr
01053022	28	22	number_voters	85.1	ocr
01053022	29	22	spd	37.6	ocr
01053022	29	22	fdp	2.4	ocr
01053022	29	22	gruene	4.8	ocr
01053023	28	23	without_certificate	91.5	ocr
01053023	28	23	with_certificate	8.5	ocr
01053023	28	23	number_voters	79.5	ocr
01053023	28	23	invalid_votes	0.7	ocr
01053023	29	23	spd	37.4	ocr
01053023	29	23	fdp	3.1	ocr
01053023	29	23	dkp	0.3	ocr
01053023	29	23	gruene	4.5	ocr
01053024	28	24	without_certificate	89.0	ocr
01053024	28	24	with_certificate	11.0	ocr
01053024	28	24	number_voters	85.3	ocr
01053024	29	24	spd	45.2	ocr
01053024	29	24	fdp	3.2	ocr
01053024	29	24	dkp	2.2	ocr
01053024	29	24	gruene	2.2	ocr
01053025	28	25	without_certificate	93.5	ocr
01053025	28	25	with_certificate	6.5	ocr
01053025	28	25	number_voters	78.3	ocr
01053025	28	25	invalid_votes	0.8	ocr
01053025	29	25	spd	35.1	ocr
01053025	29	25	fdp	3.4	ocr
01053026	30	1	without_certificate	97.5	ocr
01053026	30	1	with_certificate	2.5	ocr
01053026	30	1	number_voters	85.7	ocr
01053026	31	1	spd	36.9	ocr
01053026	31	1	fdp	5.9	ocr
01053026	31	1	dkp	0.5	ocr
01053026	31	1	gruene	3.4	ocr
01053027	30	2	without_certificate	94.6	ocr
01053027	30	2	with_certificate	5.4	ocr
01053027	30	2	number_voters	82.0	ocr
01053027	31	2	spd	37.9	ocr
01053027	31	2	fdp	1.1	ocr
01053027	31	2	gruene	2.7	ocr
01053028	30	3	without_certificate	92.5	ocr
01053028	30	3	with_certificate	7.5	ocr
01053028	30	3	number_voters	81.8	ocr
01053028	30	3	invalid_votes	0.6	ocr
01053028	31	3	spd	41.0	ocr
01053028	31	3	fdp	3.1	ocr
01053028	31	3	gruene	6.6	ocr
01053029	30	4	without_certificate	96.4	ocr
01053029	30	4	with_certificate	3.6	ocr
01053029	30	4	number_voters	90.3	ocr
01053029	31	4	spd	40.3	ocr
01053030	30	5	without_certificate	97.4	ocr
01053030	30	5	with_certificate	2.6	ocr
01053030	30	5	number_voters	84.6	ocr
01053030	31	5	spd	15.2	ocr
01053030	31	5	gruene	3.0	ocr
01053031	30	6	without_certificate	93.2	ocr
01053031	30	6	with_certificate	6.8	ocr
01053031	30	6	number_voters	79.7	ocr
01053031	31	6	spd	32.7	ocr
01053031	31	6	fdp	2.4	ocr
01053031	31	6	gruene	3.0	ocr
01053032	30	7	without_certificate	93.6	ocr
01053032	30	7	with_certificate	6.4	ocr
01053032	30	7	number_voters	77.0	ocr
01053032	30	7	invalid_votes	0.2	ocr
01053032	31	7	cdu	44.0	ocr
01053032	31	7	fdp	1.6	ocr
01053032	31	7	dkp	0.2	ocr
01053032	31	7	gruene	4.6	ocr
01053033	30	8	without_certificate	95.4	ocr
01053033	30	8	with_certificate	4.6	ocr
01053033	30	8	number_voters	84.6	ocr
01053033	31	8	spd	18.2	ocr
01053033	31	8	fdp	1.8	ocr
01053033	31	8	gruene	1.8	ocr
01053034	30	9	without_certificate	97.6	ocr
01053034	30	9	with_certificate	2.4	ocr
01053034	30	9	number_voters	90.4	ocr
01053034	31	9	spd	43.4	ocr
01053034	31	9	fdp	0.9	ocr
01053034	31	9	gruene	0.9	ocr
01053035	30	10	without_certificate	97.1	ocr
01053035	30	10	with_certificate	2.9	ocr
01053035	30	10	number_voters	97.1	ocr
01053035	30	10	invalid_votes	3.0	ocr
01053035	31	10	spd	25.0	ocr
01053035	31	10	gruene	3.1	ocr
01053036	30	11	without_certificate	97.2	ocr
01053036	30	11	with_certificate	2.8	ocr
01053036	31	11	spd	27.5	ocr
01053036	31	11	fdp	0.7	ocr
01053036	31	11	gruene	1.3	ocr
01053037	30	12	without_certificate	97.3	ocr
01053037	30	12	with_certificate	2.7	ocr
01053037	30	12	number_voters	86.3	ocr
01053037	30	12	invalid_votes	0.9	ocr
01053037	31	12	spd	35.1	ocr
01053037	31	12	fdp	3.1	ocr
01053037	31	12	gruene	4.4	ocr
01053038	30	13	with_certificate	10.0	ocr
01053038	30	13	number_voters	77.8	ocr
01053038	31	13	spd	42.1	ocr
01053038	31	13	fdp	0.7	ocr
01053038	31	13	gruene	4.3	ocr
01053039	30	14	without_certificate	95.5	ocr
01053039	30	14	with_certificate	4.5	ocr
01053039	30	14	number_voters	76.9	ocr
01053039	31	14	spd	45.6	ocr
01053039	31	14	fdp	1.9	ocr
01053039	31	14	gruene	3.9	ocr
01053040	30	15	number_voters	89.4	ocr
01053040	31	15	spd	22.0	ocr
01053040	31	15	fdp	5.1	ocr
01053040	31	15	gruene	1.7	ocr
01053041	30	16	without_certificate	90.9	ocr
01053041	30	16	with_certificate	9.1	ocr
01053041	30	16	number_voters	79.8	ocr
01053041	30	16	invalid_votes	0.3	ocr
01053041	31	16	spd	37.0	ocr
01053041	31	16	fdp	3.8	ocr
01053041	31	16	gruene	3.4	ocr
01053042	30	17	without_certificate	91.8	ocr
01053042	30	17	with_certificate	8.2	ocr
01053042	30	17	number_voters	78.4	ocr
01053042	31	17	spd	28.9	ocr
01053042	31	17	fdp	1.3	ocr
01053042	31	17	dkp	1.3	ocr
01053043	30	18	without_certificate	91.6	ocr
01053043	30	18	with_certificate	8.4	ocr
01053043	30	18	invalid_votes	0.2	ocr
01053043	31	18	spd	37.4	ocr
01053043	31	18	fdp	3.2	ocr
01053043	31	18	gruene	5.2	ocr
01053044	30	19	without_certificate	95.9	ocr
01053044	30	19	with_certificate	4.1	ocr
01053044	30	19	number_voters	82.1	ocr
01053044	30	19	invalid_votes	0.4	ocr
01053044	31	19	spd	42.0	ocr
01053044	31	19	gruene	5.5	ocr
01053045	30	20	without_certificate	97.5	ocr
01053045	30	20	with_certificate	2.5	ocr
01053045	30	20	number_voters	92.0	ocr
01053045	31	20	spd	37.6	ocr
01053046	30	21	without_certificate	95.2	ocr
01053046	30	21	with_certificate	4.8	ocr
01053046	30	21	number_voters	82.5	ocr
01053046	30	21	invalid_votes	0.2	ocr
01053046	31	21	spd	36.5	ocr
01053046	31	21	fdp	2.6	ocr
01053046	31	21	dkp	0.2	ocr
01053046	31	21	gruene	2.2	ocr
01053047	30	22	without_certificate	94.9	ocr
01053047	30	22	with_certificate	5.1	ocr
01053047	30	22	number_voters	83.0	ocr
01053047	30	22	invalid_votes	0.5	ocr
01053047	31	22	cdu	44.6	ocr
01053047	31	22	fdp	1.4	ocr
01053047	31	22	gruene	2.2	ocr
01053048	30	23	without_certificate	93.5	ocr
01053048	30	23	with_certificate	6.5	ocr
01053048	30	23	number_voters	85.2	ocr
01053048	31	23	spd	45.8	ocr
01053048	31	23	fdp	0.8	ocr
01053048	31	23	gruene	1.4	ocr
01053049	30	24	without_certificate	94.3	ocr
01053049	30	24	with_certificate	5.7	ocr
01053049	30	24	number_voters	83.1	ocr
01053049	31	24	spd	38.2	ocr
01053049	31	24	fdp	3.7	ocr
01053049	31	24	gruene	4.1	ocr
01053050	30	25	without_certificate	95.6	ocr
01053050	30	25	with_certificate	4.4	ocr
01053050	30	25	invalid_votes	0.2	ocr
01053050	31	25	spd	44.5	ocr
01053050	31	25	fdp	1.6	ocr
01053050	31	25	gruene	2.1	ocr
01053051	32	1	without_certificate	91.2	ocr
01053051	32	1	with_certificate	8.8	ocr
01053051	32	1	number_voters	81.4	ocr
01053051	33	1	spd	43.4	ocr
01053051	33	1	fdp	0.6	ocr
01053051	33	1	gruene	0.6	ocr
01053052	32	2	without_certificate	93.0	ocr
01053052	32	2	with_certificate	7.0	ocr
01053052	32	2	number_voters	81.0	ocr
01053052	32	2	invalid_votes	1.2	ocr
01053052	33	2	spd	12.5	ocr
01053052	33	2	fdp	2.5	ocr
01053052	33	2	gruene	2.5	ocr
01053053	32	3	without_certificate	93.0	ocr
01053053	32	3	with_certificate	7.0	ocr
01053053	32	3	number_voters	83.3	ocr
01053053	33	3	spd	34.8	ocr
01053053	33	3	fdp	1.2	ocr
01053053	33	3	gruene	0.8	ocr
01053054	32	4	without_certificate	91.3	ocr
01053054	32	4	with_certificate	8.7	ocr
01053054	32	4	number_voters	80.0	visual
01053054	32	4	invalid_votes	0.4	ocr
01053054	33	4	spd	47.3	ocr
01053054	33	4	fdp	1.3	ocr
01053054	33	4	gruene	1.7	ocr
01053056	32	5	without_certificate	94.5	ocr
01053056	32	5	with_certificate	5.5	ocr
01053056	33	5	spd	40.2	ocr
01053056	33	5	gruene	2.9	ocr
01053057	32	6	without_certificate	93.4	ocr
01053057	32	6	with_certificate	6.6	ocr
01053057	32	6	number_voters	86.9	ocr
01053057	33	6	cdu	48.2	ocr
01053057	33	6	dkp	0.5	ocr
01053057	33	6	gruene	1.5	ocr
01053058	32	7	without_certificate	95.2	ocr
01053058	32	7	with_certificate	4.8	ocr
01053058	32	7	number_voters	83.8	ocr
01053058	33	7	spd	14.8	ocr
01053058	33	7	dkp	1.1	ocr
01053058	33	7	gruene	5.7	ocr
01053059	32	8	without_certificate	95.6	ocr
01053059	32	8	with_certificate	4.4	ocr
01053059	32	8	number_voters	90.5	ocr
01053059	32	8	invalid_votes	1.6	ocr
01053059	33	8	spd	47.5	ocr
01053059	33	8	fdp	1.6	ocr
01053059	33	8	gruene	2.5	ocr
01053060	32	9	without_certificate	95.8	visual
01053060	32	9	with_certificate	4.3	ocr
01053060	32	9	number_voters	83.5	visual
01053060	32	9	invalid_votes	0.3	ocr
01053060	33	9	spd	29.1	ocr
01053060	33	9	fdp	1.8	ocr
01053060	33	9	dkp	0.3	ocr
01053060	33	9	gruene	5.7	ocr
01053061	32	10	without_certificate	92.7	ocr
01053061	32	10	with_certificate	7.3	ocr
01053061	32	10	number_voters	75.0	ocr
01053061	33	10	spd	40.1	ocr
01053061	33	10	fdp	1.2	ocr
01053061	33	10	gruene	2.1	ocr
01053062	32	11	without_certificate	94.9	ocr
01053062	32	11	with_certificate	5.1	ocr
01053062	32	11	number_voters	84.2	ocr
01053062	33	11	spd	38.2	ocr
01053062	33	11	fdp	1.8	ocr
01053062	33	11	gruene	1.2	ocr
01053064	32	12	without_certificate	92.4	ocr
01053064	32	12	with_certificate	7.6	ocr
01053064	32	12	number_voters	83.5	ocr
01053064	32	12	invalid_votes	1.6	ocr
01053064	33	12	spd	46.5	ocr
01053064	33	12	fdp	1.3	ocr
01053064	33	12	dkp	1.0	ocr
01053064	33	12	gruene	2.9	ocr
01053066	32	13	without_certificate	91.1	ocr
01053066	32	13	with_certificate	8.9	ocr
01053066	32	13	invalid_votes	0.6	ocr
01053066	33	13	spd	39.8	ocr
01053066	33	13	fdp	3.6	ocr
01053066	33	13	gruene	4.2	ocr
01053067	32	14	without_certificate	95.1	ocr
01053067	32	14	with_certificate	4.9	ocr
01053067	32	14	number_voters	84.5	ocr
01053067	32	14	invalid_votes	0.3	ocr
01053067	33	14	spd	41.1	ocr
01053067	33	14	fdp	1.1	ocr
01053067	33	14	dkp	0.3	ocr
01053067	33	14	gruene	3.1	ocr
01053068	32	15	without_certificate	96.0	ocr
01053068	32	15	with_certificate	4.0	ocr
01053068	32	15	number_voters	81.2	ocr
01053068	33	15	spd	33.5	ocr
01053068	33	15	fdp	0.8	ocr
01053068	33	15	gruene	3.0	ocr
01053069	32	16	without_certificate	92.8	ocr
01053069	32	16	with_certificate	7.2	ocr
01053069	32	16	number_voters	77.3	ocr
01053069	32	16	invalid_votes	0.4	visual
01053069	33	16	spd	43.7	ocr
01053069	33	16	fdp	1.9	ocr
01053069	33	16	gruene	3.0	ocr
01053070	32	17	without_certificate	91.9	ocr
01053070	32	17	with_certificate	8.1	ocr
01053070	33	17	spd	44.0	ocr
01053070	33	17	fdp	3.7	ocr
01053070	33	17	gruene	3.7	ocr
01053071	32	18	without_certificate	92.6	ocr
01053071	32	18	with_certificate	7.4	ocr
01053071	32	18	number_voters	79.7	ocr
01053071	33	18	spd	33.7	ocr
01053071	33	18	fdp	4.1	ocr
01053071	33	18	gruene	6.9	ocr
01053072	32	19	without_certificate	91.0	ocr
01053072	32	19	with_certificate	9.0	ocr
01053072	32	19	number_voters	83.8	ocr
01053072	32	19	invalid_votes	0.6	ocr
01053072	33	19	spd	41.8	ocr
01053072	33	19	fdp	1.1	ocr
01053072	33	19	dkp	0.2	ocr
01053072	33	19	gruene	4.8	ocr
01053073	32	20	without_certificate	95.0	ocr
01053073	32	20	with_certificate	5.0	ocr
01053073	32	20	number_voters	84.5	ocr
01053073	32	20	invalid_votes	0.5	ocr
01053073	33	20	spd	26.6	ocr
01053073	33	20	fdp	1.6	ocr
01053073	33	20	gruene	4.9	ocr
01053074	32	21	without_certificate	94.7	ocr
01053074	32	21	with_certificate	5.3	ocr
01053074	32	21	number_voters	85.5	ocr
01053074	33	21	spd	21.4	ocr
01053074	33	21	fdp	8.0	ocr
01053074	33	21	dkp	1.8	ocr
01053074	33	21	gruene	0.9	ocr
01053075	32	22	without_certificate	95.8	ocr
01053075	32	22	with_certificate	4.2	ocr
01053075	32	22	number_voters	84.0	ocr
01053075	32	22	invalid_votes	0.2	ocr
01053075	33	22	spd	45.7	ocr
01053075	33	22	fdp	1.6	ocr
01053075	33	22	gruene	2.4	ocr
01053076	32	23	without_certificate	91.0	ocr
01053076	32	23	with_certificate	9.0	ocr
01053076	32	23	number_voters	81.2	ocr
01053076	32	23	invalid_votes	0.5	ocr
01053076	33	23	spd	30.4	ocr
01053076	33	23	fdp	4.0	ocr
01053076	33	23	gruene	7.5	ocr
01053077	32	24	without_certificate	97.8	ocr
01053077	32	24	with_certificate	2.2	ocr
01053077	32	24	number_voters	85.3	ocr
01053077	33	24	cdu	45.5	ocr
01053077	33	24	gruene	2.0	ocr
01053078	32	25	without_certificate	95.3	ocr
01053078	32	25	with_certificate	4.7	ocr
01053078	32	25	number_voters	85.9	ocr
01053078	33	25	spd	24.5	ocr
01053078	33	25	fdp	5.5	ocr
01053078	33	25	gruene	12.7	ocr
01053079	34	1	without_certificate	92.5	ocr
01053079	34	1	with_certificate	7.5	ocr
01053079	34	1	number_voters	85.6	ocr
01053079	34	1	invalid_votes	0.6	ocr
01053079	35	1	spd	37.9	ocr
01053079	35	1	fdp	2.1	ocr
01053079	35	1	gruene	5.2	ocr
01053080	34	2	without_certificate	85.4	ocr
01053080	34	2	with_certificate	14.6	ocr
01053080	34	2	number_voters	65.2	ocr
01053080	35	2	spd	32.8	ocr
01053080	35	2	fdp	5.2	ocr
01053080	35	2	gruene	3.4	ocr
01053081	34	3	without_certificate	92.1	ocr
01053081	34	3	with_certificate	7.9	ocr
01053081	34	3	number_voters	76.7	ocr
01053081	35	3	spd	36.1	ocr
01053081	35	3	fdp	1.5	ocr
01053081	35	3	dkp	0.4	ocr
01053081	35	3	gruene	8.0	ocr
01053082	34	4	without_certificate	96.9	ocr
01053082	34	4	with_certificate	3.1	ocr
01053082	35	4	spd	29.1	ocr
01053082	35	4	fdp	2.6	ocr
01053082	35	4	dkp	0.9	ocr
01053082	35	4	gruene	1.7	ocr
01053083	34	5	without_certificate	92.8	ocr
01053083	34	5	with_certificate	7.2	ocr
01053083	34	5	number_voters	75.9	ocr
01053083	34	5	invalid_votes	0.3	ocr
01053083	35	5	cdu	45.9	ocr
01053083	35	5	fdp	1.1	ocr
01053083	35	5	dkp	0.2	ocr
01053083	35	5	gruene	3.0	ocr
01053084	34	6	without_certificate	91.4	ocr
01053084	34	6	with_certificate	8.6	ocr
01053084	34	6	number_voters	85.4	ocr
01053084	35	6	spd	31.6	ocr
01053084	35	6	fdp	0.9	ocr
01053084	35	6	gruene	3.1	ocr
01053085	34	7	without_certificate	94.8	ocr
01053085	34	7	with_certificate	5.2	ocr
01053085	34	7	number_voters	80.7	ocr
01053085	34	7	invalid_votes	0.4	ocr
01053085	35	7	spd	35.5	ocr
01053085	35	7	fdp	2.8	ocr
01053085	35	7	dkp	0.4	ocr
01053085	35	7	gruene	4.2	ocr
01053086	34	8	without_certificate	96.2	ocr
01053086	34	8	with_certificate	3.8	ocr
