ags	source_page	source_row	field	value	ocr	pdf_text	method
01058030	71	3	dgl	0			ocr_candidates_and_row_identities
01058030	71	3	gruene	16	16	16	ocr_candidates_and_row_identities
01058030	71	3	fp	0	-		ocr_candidates_and_row_identities
01058030	71	3	fsu	0	-		ocr_candidates_and_row_identities
01058030	71	3	einzelbewerber_llsh	0	-		ocr_candidates_and_row_identities
01058031	70	4	eligible_voters	111	111	111	ocr_candidates_and_row_identities
01058031	70	4	without_certificate	101	101	101	ocr_candidates_and_row_identities
01058031	70	4	with_certificate	10	10	10	ocr_candidates_and_row_identities
01058031	70	4	number_voters	85	85	85	ocr_candidates_and_row_identities
01058031	70	4	invalid_votes	0			ocr_candidates_and_row_identities
01058031	71	4	valid_votes	85	85	85	ocr_candidates_and_row_identities
01058031	71	4	cdu	62	62	62	ocr_candidates_and_row_identities
01058031	71	4	spd	22	22	22	ocr_candidates_and_row_identities
01058031	71	4	fdp	0			ocr_candidates_and_row_identities
01058031	71	4	ssw	0			ocr_candidates_and_row_identities
01058031	71	4	dkp	0	a		ocr_candidates_and_row_identities
01058031	71	4	dgl	0	_«		ocr_candidates_and_row_identities
01058031	71	4	gruene	1	1		ocr_candidates_and_row_identities
01058031	71	4	fp	0	-		ocr_candidates_and_row_identities
01058031	71	4	fsu	0	-		ocr_candidates_and_row_identities
01058031	71	4	einzelbewerber_llsh	0	-		ocr_candidates_and_row_identities
01058032	70	5	eligible_voters	408	408	408	ocr_candidates_and_row_identities
01058032	70	5	without_certificate	359	359	359	ocr_candidates_and_row_identities
01058032	70	5	with_certificate	49	49	49	ocr_candidates_and_row_identities
01058032	70	5	number_voters	311	311	311	ocr_candidates_and_row_identities
01058032	70	5	invalid_votes	2	2	2	ocr_candidates_and_row_identities
01058032	71	5	valid_votes	309	309	309	ocr_candidates_and_row_identities
01058032	71	5	cdu	174	174	174	ocr_candidates_and_row_identities
01058032	71	5	spd	115	115	115	ocr_candidates_and_row_identities
01058032	71	5	fdp	6	6	6	ocr_candidates_and_row_identities
01058032	71	5	ssw	6	(6		visual
01058032	71	5	dkp	0			ocr_candidates_and_row_identities
01058032	71	5	dgl	0	-		ocr_candidates_and_row_identities
01058032	71	5	gruene	8	8	8	ocr_candidates_and_row_identities
01058032	71	5	fp	0	-		ocr_candidates_and_row_identities
01058032	71	5	fsu	0	-		ocr_candidates_and_row_identities
01058032	71	5	einzelbewerber_llsh	0	-		ocr_candidates_and_row_identities
01058033	70	6	eligible_voters	644	644	644	ocr_candidates_and_row_identities
01058033	70	6	without_certificate	623	623	623	ocr_candidates_and_row_identities
01058033	70	6	with_certificate	21	21	21	ocr_candidates_and_row_identities
01058033	70	6	number_voters	551	551	551	ocr_candidates_and_row_identities
01058033	70	6	invalid_votes	1	1	1	ocr_candidates_and_row_identities
01058033	71	6	valid_votes	550	550	550	ocr_candidates_and_row_identities
01058033	71	6	cdu	300	300	300	ocr_candidates_and_row_identities
01058033	71	6	spd	231	231	231	ocr_candidates_and_row_identities
01058033	71	6	fdp	3	3	3	ocr_candidates_and_row_identities
01058033	71	6	ssw	0	ye		ocr_candidates_and_row_identities
01058033	71	6	dkp	0			ocr_candidates_and_row_identities
01058033	71	6	dgl	0	; “		ocr_candidates_and_row_identities
01058033	71	6	gruene	16	16	16	ocr_candidates_and_row_identities
01058033	71	6	fp	0	-		ocr_candidates_and_row_identities
01058033	71	6	fsu	0	-		ocr_candidates_and_row_identities
01058033	71	6	einzelbewerber_llsh	0	-		ocr_candidates_and_row_identities
01058034	70	7	eligible_voters	8143	8143	8143	ocr_candidates_and_row_identities
01058034	70	7	without_certificate	7586	7586	7586	ocr_candidates_and_row_identities
01058034	70	7	with_certificate	557	557	557	ocr_candidates_and_row_identities
01058034	70	7	number_voters	6718	6718	6718	ocr_candidates_and_row_identities
01058034	70	7	invalid_votes	19	19	19	ocr_candidates_and_row_identities
01058034	71	7	valid_votes	6699	6699	6699	ocr_candidates_and_row_identities
01058034	71	7	cdu	2549	2549	2549	ocr_candidates_and_row_identities
01058034	71	7	spd	3808	3808	3808	ocr_candidates_and_row_identities
01058034	71	7	fdp	151	151	151	ocr_candidates_and_row_identities
01058034	71	7	ssw	69	69	69	ocr_candidates_and_row_identities
01058034	71	7	dkp	4	4	4	ocr_candidates_and_row_identities
01058034	71	7	dgl	0	-		ocr_candidates_and_row_identities
01058034	71	7	gruene	118	478	118	ocr_candidates_and_row_identities
01058034	71	7	fp	0	-		ocr_candidates_and_row_identities
01058034	71	7	fsu	0	-		ocr_candidates_and_row_identities
01058034	71	7	einzelbewerber_llsh	0	-		ocr_candidates_and_row_identities
01058035	70	8	eligible_voters	327	327	327	ocr_candidates_and_row_identities
01058035	70	8	without_certificate	291	291	291	ocr_candidates_and_row_identities
01058035	70	8	with_certificate	36	36	36	ocr_candidates_and_row_identities
01058035	70	8	number_voters	252	252	252	ocr_candidates_and_row_identities
01058035	70	8	invalid_votes	1	_ 4		visual
01058035	71	8	valid_votes	251	251	251	ocr_candidates_and_row_identities
01058035	71	8	cdu	159	159	159	ocr_candidates_and_row_identities
01058035	71	8	spd	72	72	72	ocr_candidates_and_row_identities
01058035	71	8	fdp	8	8	8	ocr_candidates_and_row_identities
01058035	71	8	ssw	2	7 8	2	ocr_candidates_and_row_identities
01058035	71	8	dkp	0	.		ocr_candidates_and_row_identities
01058035	71	8	dgl	0	_		ocr_candidates_and_row_identities
01058035	71	8	gruene	10	10	10	ocr_candidates_and_row_identities
01058035	71	8	fp	0	-		ocr_candidates_and_row_identities
01058035	71	8	fsu	0	-		ocr_candidates_and_row_identities
01058035	71	8	einzelbewerber_llsh	0	-		ocr_candidates_and_row_identities
01058036	70	9	eligible_voters	192	192	192	ocr_candidates_and_row_identities
01058036	70	9	without_certificate	177	177	177	ocr_candidates_and_row_identities
01058036	70	9	with_certificate	15	15	15	ocr_candidates_and_row_identities
01058036	70	9	number_voters	156	156	156	ocr_candidates_and_row_identities
01058036	70	9	invalid_votes	0			ocr_candidates_and_row_identities
01058036	71	9	valid_votes	156	156	156	ocr_candidates_and_row_identities
01058036	71	9	cdu	111	411	111	ocr_candidates_and_row_identities
01058036	71	9	spd	37	37	37	ocr_candidates_and_row_identities
01058036	71	9	fdp	1	1		ocr_candidates_and_row_identities
01058036	71	9	ssw	4	oar	4	ocr_candidates_and_row_identities
01058036	71	9	dkp	1			visual
01058036	71	9	dgl	0			ocr_candidates_and_row_identities
01058036	71	9	gruene	2	2	2	ocr_candidates_and_row_identities
01058036	71	9	fp	0	-		ocr_candidates_and_row_identities
01058036	71	9	fsu	0	-		ocr_candidates_and_row_identities
01058036	71	9	einzelbewerber_llsh	0	-		ocr_candidates_and_row_identities
01058037	70	10	eligible_voters	1870	1870	1P70	ocr_candidates_and_row_identities
01058037	70	10	without_certificate	1731	1731	1731	ocr_candidates_and_row_identities
01058037	70	10	with_certificate	139	139	139	ocr_candidates_and_row_identities
01058037	70	10	number_voters	1535	1535	1535	ocr_candidates_and_row_identities
01058037	70	10	invalid_votes	6	6	6	ocr_candidates_and_row_identities
01058037	71	10	valid_votes	1529	1529	1529	ocr_candidates_and_row_identities
01058037	71	10	cdu	823	823	823	ocr_candidates_and_row_identities
01058037	71	10	spd	624	624	624	ocr_candidates_and_row_identities
01058037	71	10	fdp	37	37	37	ocr_candidates_and_row_identities
01058037	71	10	ssw	11	“44	11	ocr_candidates_and_row_identities
01058037	71	10	dkp	1	a		visual
01058037	71	10	dgl	4	4	4	ocr_candidates_and_row_identities
01058037	71	10	gruene	27	27	27	ocr_candidates_and_row_identities
01058037	71	10	fp	2	2	2	ocr_candidates_and_row_identities
01058037	71	10	fsu	0	-		ocr_candidates_and_row_identities
01058037	71	10	einzelbewerber_llsh	0	-		ocr_candidates_and_row_identities
01058038	70	11	eligible_voters	314	314	314	ocr_candidates_and_row_identities
01058038	70	11	without_certificate	292	292	292	ocr_candidates_and_row_identities
01058038	70	11	with_certificate	22	22	22	ocr_candidates_and_row_identities
01058038	70	11	number_voters	249	249	249	ocr_candidates_and_row_identities
01058038	70	11	invalid_votes	5	5	5	ocr_candidates_and_row_identities
01058038	71	11	valid_votes	244	244	244	ocr_candidates_and_row_identities
01058038	71	11	cdu	134	134	134	ocr_candidates_and_row_identities
01058038	71	11	spd	99	99	99	ocr_candidates_and_row_identities
01058038	71	11	fdp	3	3	3	ocr_candidates_and_row_identities
01058038	71	11	ssw	1	a		visual
01058038	71	11	dkp	0			ocr_candidates_and_row_identities
01058038	71	11	dgl	0	ae		ocr_candidates_and_row_identities
01058038	71	11	gruene	6		6	ocr_candidates_and_row_identities
01058038	71	11	fp	1	6. 1		visual
01058038	71	11	fsu	0	-		ocr_candidates_and_row_identities
01058038	71	11	einzelbewerber_llsh	0	-		ocr_candidates_and_row_identities
01058039	70	12	eligible_voters	271	271	271	ocr_candidates_and_row_identities
01058039	70	12	without_certificate	248	248	248	ocr_candidates_and_row_identities
01058039	70	12	with_certificate	23	23	23	ocr_candidates_and_row_identities
01058039	70	12	number_voters	218	218	218	ocr_candidates_and_row_identities
01058039	70	12	invalid_votes	0			ocr_candidates_and_row_identities
01058039	71	12	valid_votes	218	218	218	ocr_candidates_and_row_identities
01058039	71	12	cdu	108	108	108	ocr_candidates_and_row_identities
01058039	71	12	spd	91	91	91	ocr_candidates_and_row_identities
01058039	71	12	fdp	5	5,	5	ocr_candidates_and_row_identities
01058039	71	12	ssw	7	a 2	7	ocr_candidates_and_row_identities
01058039	71	12	dkp	0			ocr_candidates_and_row_identities
01058039	71	12	dgl	0	—_		ocr_candidates_and_row_identities
01058039	71	12	gruene	7	7	7	ocr_candidates_and_row_identities
01058039	71	12	fp	0	-		ocr_candidates_and_row_identities
01058039	71	12	fsu	0	-		ocr_candidates_and_row_identities
01058039	71	12	einzelbewerber_llsh	0	-		ocr_candidates_and_row_identities
01058040	70	13	eligible_voters	790	790	790	ocr_candidates_and_row_identities
01058040	70	13	without_certificate	693	693	693	ocr_candidates_and_row_identities
01058040	70	13	with_certificate	97	97	97	ocr_candidates_and_row_identities
01058040	70	13	number_voters	516	516	516	ocr_candidates_and_row_identities
01058040	70	13	invalid_votes	1	1		ocr_candidates_and_row_identities
01058040	71	13	valid_votes	515	515	515	ocr_candidates_and_row_identities
01058040	71	13	cdu	239	239	239	ocr_candidates_and_row_identities
01058040	71	13	spd	252	252	252	ocr_candidates_and_row_identities
01058040	71	13	fdp	7	7	7	ocr_candidates_and_row_identities
01058040	71	13	ssw	6	6		ocr_candidates_and_row_identities
01058040	71	13	dkp	2	2	2	ocr_candidates_and_row_identities
01058040	71	13	dgl	0	-		ocr_candidates_and_row_identities
01058040	71	13	gruene	9	9	9	ocr_candidates_and_row_identities
01058040	71	13	fp	0	-		ocr_candidates_and_row_identities
01058040	71	13	fsu	0	-		ocr_candidates_and_row_identities
01058040	71	13	einzelbewerber_llsh	0	-		ocr_candidates_and_row_identities
01058042	70	14	eligible_voters	496	496	496	ocr_candidates_and_row_identities
01058042	70	14	without_certificate	438	438	438	ocr_candidates_and_row_identities
01058042	70	14	with_certificate	58	58	58	ocr_candidates_and_row_identities
01058042	70	14	number_voters	373	373	373	ocr_candidates_and_row_identities
01058042	70	14	invalid_votes	1	1		ocr_candidates_and_row_identities
01058042	71	14	valid_votes	372	372	372	ocr_candidates_and_row_identities
01058042	71	14	cdu	196	196	196	ocr_candidates_and_row_identities
01058042	71	14	spd	155	155	155	ocr_candidates_and_row_identities
01058042	71	14	fdp	4	4	4	ocr_candidates_and_row_identities
01058042	71	14	ssw	12	‘12	12	ocr_candidates_and_row_identities
01058042	71	14	dkp	0	a		ocr_candidates_and_row_identities
01058042	71	14	dgl	0	-		ocr_candidates_and_row_identities
01058042	71	14	gruene	5	5	5	ocr_candidates_and_row_identities
01058042	71	14	fp	0	-		ocr_candidates_and_row_identities
01058042	71	14	fsu	0	-		ocr_candidates_and_row_identities
01058042	71	14	einzelbewerber_llsh	0	-		ocr_candidates_and_row_identities
01058043	70	15	eligible_voters	16905	16965	16905	ocr_candidates_and_row_identities
01058043	70	15	without_certificate	15171	15171	15171	ocr_candidates_and_row_identities
01058043	70	15	with_certificate	1734	1734	1734	ocr_candidates_and_row_identities
01058043	70	15	number_voters	12698	12698	12698	ocr_candidates_and_row_identities
01058043	70	15	invalid_votes	38	38	38	ocr_candidates_and_row_identities
01058043	71	15	valid_votes	12660	12660	12660	ocr_candidates_and_row_identities
01058043	71	15	cdu	5422	5422	5422	ocr_candidates_and_row_identities
01058043	71	15	spd	6147	6147	6147	ocr_candidates_and_row_identities
01058043	71	15	fdp	378	378	378	ocr_candidates_and_row_identities
01058043	71	15	ssw	382	"“""3R2"		visual
01058043	71	15	dkp	38		38	ocr_candidates_and_row_identities
01058043	71	15	dgl	0	38 -		ocr_candidates_and_row_identities
01058043	71	15	gruene	293	293	293	ocr_candidates_and_row_identities
01058043	71	15	fp	0	-		ocr_candidates_and_row_identities
01058043	71	15	fsu	0	-		ocr_candidates_and_row_identities
01058043	71	15	einzelbewerber_llsh	0	-		ocr_candidates_and_row_identities
01058044	70	16	eligible_voters	323	323	323	ocr_candidates_and_row_identities
01058044	70	16	without_certificate	309	309	309	ocr_candidates_and_row_identities
01058044	70	16	with_certificate	14	14	14	ocr_candidates_and_row_identities
01058044	70	16	number_voters	273	273	273	ocr_candidates_and_row_identities
01058044	70	16	invalid_votes	1	1		ocr_candidates_and_row_identities
01058044	71	16	valid_votes	272	272	272	ocr_candidates_and_row_identities
01058044	71	16	cdu	188	| 188	188	ocr_candidates_and_row_identities
01058044	71	16	spd	72	72	72	ocr_candidates_and_row_identities
01058044	71	16	fdp	3	3	3	ocr_candidates_and_row_identities
01058044	71	16	ssw	1	1		ocr_candidates_and_row_identities
01058044	71	16	dkp	0	a		ocr_candidates_and_row_identities
01058044	71	16	dgl	0	—		ocr_candidates_and_row_identities
01058044	71	16	gruene	8	8	8	ocr_candidates_and_row_identities
01058044	71	16	fp	0	-		ocr_candidates_and_row_identities
01058044	71	16	fsu	0	-		ocr_candidates_and_row_identities
01058044	71	16	einzelbewerber_llsh	0	-		ocr_candidates_and_row_identities
01058045	70	17	eligible_voters	124	124	124	ocr_candidates_and_row_identities
01058045	70	17	without_certificate	122	422	122	ocr_candidates_and_row_identities
01058045	70	17	with_certificate	2	2	2	ocr_candidates_and_row_identities
01058045	70	17	number_voters	102	102	102	ocr_candidates_and_row_identities
01058045	70	17	invalid_votes	2	2	2	ocr_candidates_and_row_identities
01058045	71	17	valid_votes	100	100	100	ocr_candidates_and_row_identities
01058045	71	17	cdu	69	69	69	ocr_candidates_and_row_identities
01058045	71	17	spd	27	27	27	ocr_candidates_and_row_identities
01058045	71	17	fdp	1	1	1	ocr_candidates_and_row_identities
01058045	71	17	ssw	1	a	1	ocr_candidates_and_row_identities
01058045	71	17	dkp	0			ocr_candidates_and_row_identities
01058045	71	17	dgl	0			ocr_candidates_and_row_identities
01058045	71	17	gruene	2	2	2	ocr_candidates_and_row_identities
01058045	71	17	fp	0			ocr_candidates_and_row_identities
01058045	71	17	fsu	0	-		ocr_candidates_and_row_identities
01058045	71	17	einzelbewerber_llsh	0	‘		ocr_candidates_and_row_identities
01058046	70	18	eligible_voters	270	270	270	ocr_candidates_and_row_identities
01058046	70	18	without_certificate	256	25€	25~	visual
01058046	70	18	with_certificate	14	14	14	ocr_candidates_and_row_identities
01058046	70	18	number_voters	223	223	223	ocr_candidates_and_row_identities
01058046	70	18	invalid_votes	0			ocr_candidates_and_row_identities
01058046	71	18	valid_votes	223	223	223	ocr_candidates_and_row_identities
01058046	71	18	cdu	134	134	134	ocr_candidates_and_row_identities
01058046	71	18	spd	81		81	ocr_candidates_and_row_identities
01058046	71	18	fdp	4	81 4	4	ocr_candidates_and_row_identities
01058046	71	18	ssw	0	mS		ocr_candidates_and_row_identities
01058046	71	18	dkp	0	—		ocr_candidates_and_row_identities
01058046	71	18	dgl	0			ocr_candidates_and_row_identities
01058046	71	18	gruene	4	4	4	ocr_candidates_and_row_identities
01058046	71	18	fp	0			ocr_candidates_and_row_identities
01058046	71	18	fsu	0	-		ocr_candidates_and_row_identities
01058046	71	18	einzelbewerber_llsh	0	-		ocr_candidates_and_row_identities
01058047	70	19	eligible_voters	942	942	942	ocr_candidates_and_row_identities
01058047	70	19	without_certificate	888	888	881.!	ocr_candidates_and_row_identities
01058047	70	19	with_certificate	54	54	54	ocr_candidates_and_row_identities
01058047	70	19	number_voters	756	756	756	ocr_candidates_and_row_identities
01058047	70	19	invalid_votes	2	2	2	ocr_candidates_and_row_identities
01058047	71	19	valid_votes	754	754	754	ocr_candidates_and_row_identities
01058047	71	19	cdu	400	400	400	ocr_candidates_and_row_identities
01058047	71	19	spd	301	301	3C1	ocr_candidates_and_row_identities
01058047	71	19	fdp	9	9	9	ocr_candidates_and_row_identities
01058047	71	19	ssw	16	16	16	ocr_candidates_and_row_identities
01058047	71	19	dkp	0	.		ocr_candidates_and_row_identities
01058047	71	19	dgl	0	-		ocr_candidates_and_row_identities
01058047	71	19	gruene	28	28	28	ocr_candidates_and_row_identities
01058047	71	19	fp	0	-		ocr_candidates_and_row_identities
01058047	71	19	fsu	0	-		ocr_candidates_and_row_identities
01058047	71	19	einzelbewerber_llsh	0	_		ocr_candidates_and_row_identities
01058048	70	20	eligible_voters	177	177	177	ocr_candidates_and_row_identities
01058048	70	20	without_certificate	170	170	170	ocr_candidates_and_row_identities
01058048	70	20	with_certificate	7	7	7	ocr_candidates_and_row_identities
01058048	70	20	number_voters	155	155	155	ocr_candidates_and_row_identities
01058048	70	20	invalid_votes	0			ocr_candidates_and_row_identities
01058048	71	20	valid_votes	155	155	155	ocr_candidates_and_row_identities
01058048	71	20	cdu	114	114	114	ocr_candidates_and_row_identities
01058048	71	20	spd	36	36	36	ocr_candidates_and_row_identities
01058048	71	20	fdp	2	2	2	ocr_candidates_and_row_identities
01058048	71	20	ssw	0			ocr_candidates_and_row_identities
01058048	71	20	dkp	0	7		ocr_candidates_and_row_identities
01058048	71	20	dgl	0	a		ocr_candidates_and_row_identities
01058048	71	20	gruene	3	3	3	ocr_candidates_and_row_identities
01058048	71	20	fp	0	-		ocr_candidates_and_row_identities
01058048	71	20	fsu	0	-		ocr_candidates_and_row_identities
01058048	71	20	einzelbewerber_llsh	0	-		ocr_candidates_and_row_identities
01058049	70	21	eligible_voters	1024	1024	1024	ocr_candidates_and_row_identities
01058049	70	21	without_certificate	970	970	970	ocr_candidates_and_row_identities
01058049	70	21	with_certificate	54	54	54	ocr_candidates_and_row_identities
01058049	70	21	number_voters	803	803	803	ocr_candidates_and_row_identities
01058049	70	21	invalid_votes	2	2	2	ocr_candidates_and_row_identities
01058049	71	21	valid_votes	801	801	801	ocr_candidates_and_row_identities
01058049	71	21	cdu	451	451	451	ocr_candidates_and_row_identities
01058049	71	21	spd	311	311	311	ocr_candidates_and_row_identities
01058049	71	21	fdp	17	17	17	ocr_candidates_and_row_identities
01058049	71	21	ssw	2		2	ocr_candidates_and_row_identities
01058049	71	21	dkp	0	20		ocr_candidates_and_row_identities
01058049	71	21	dgl	0	oO		ocr_candidates_and_row_identities
01058049	71	21	gruene	19	19	19	ocr_candidates_and_row_identities
01058049	71	21	fp	1	1		ocr_candidates_and_row_identities
01058049	71	21	fsu	0	-		ocr_candidates_and_row_identities
01058049	71	21	einzelbewerber_llsh	0	-		ocr_candidates_and_row_identities
01058050	70	22	eligible_voters	1233	1233	1233	ocr_candidates_and_row_identities
01058050	70	22	without_certificate	1119	1119	1119	ocr_candidates_and_row_identities
01058050	70	22	with_certificate	114	114	114	ocr_candidates_and_row_identities
01058050	70	22	number_voters	961	961	961	ocr_candidates_and_row_identities
01058050	70	22	invalid_votes	5	5	5	ocr_candidates_and_row_identities
01058050	71	22	valid_votes	956	956	956	ocr_candidates_and_row_identities
01058050	71	22	cdu	506	506	506	ocr_candidates_and_row_identities
01058050	71	22	spd	377	377	377	ocr_candidates_and_row_identities
01058050	71	22	fdp	38	38	38	ocr_candidates_and_row_identities
01058050	71	22	ssw	2	2		ocr_candidates_and_row_identities
01058050	71	22	dkp	1	1	1	ocr_candidates_and_row_identities
01058050	71	22	dgl	0			ocr_candidates_and_row_identities
01058050	71	22	gruene	32	32	32	ocr_candidates_and_row_identities
01058050	71	22	fp	0			ocr_candidates_and_row_identities
01058050	71	22	fsu	0	-		ocr_candidates_and_row_identities
01058050	71	22	einzelbewerber_llsh	0	-		ocr_candidates_and_row_identities
01058051	70	23	eligible_voters	1105	1105	1105	ocr_candidates_and_row_identities
01058051	70	23	without_certificate	1013	1013	1013	ocr_candidates_and_row_identities
01058051	70	23	with_certificate	92	92	92	ocr_candidates_and_row_identities
01058051	70	23	number_voters	894	894	894	ocr_candidates_and_row_identities
01058051	70	23	invalid_votes	1	1		ocr_candidates_and_row_identities
01058051	71	23	valid_votes	893	893	893	ocr_candidates_and_row_identities
01058051	71	23	cdu	448	448	448	ocr_candidates_and_row_identities
01058051	71	23	spd	390	390	390	ocr_candidates_and_row_identities
01058051	71	23	fdp	21	21	21	ocr_candidates_and_row_identities
01058051	71	23	ssw	2	"""2"	2	ocr_candidates_and_row_identities
01058051	71	23	dkp	0			ocr_candidates_and_row_identities
01058051	71	23	dgl	3	3	3	ocr_candidates_and_row_identities
01058051	71	23	gruene	27	27	27	ocr_candidates_and_row_identities
01058051	71	23	fp	2	2	2	ocr_candidates_and_row_identities
01058051	71	23	fsu	0	-		ocr_candidates_and_row_identities
01058051	71	23	einzelbewerber_llsh	0	-		ocr_candidates_and_row_identities
01058052	70	24	eligible_voters	1167	1167	1167	ocr_candidates_and_row_identities
01058052	70	24	without_certificate	1053	1053	1053	ocr_candidates_and_row_identities
01058052	70	24	with_certificate	114	114	114	ocr_candidates_and_row_identities
01058052	70	24	number_voters	925	925	925	ocr_candidates_and_row_identities
01058052	70	24	invalid_votes	2	2	2	ocr_candidates_and_row_identities
01058052	71	24	valid_votes	923	923	923	ocr_candidates_and_row_identities
01058052	71	24	cdu	488	488	488	ocr_candidates_and_row_identities
01058052	71	24	spd	358	358	358	ocr_candidates_and_row_identities
01058052	71	24	fdp	28	28	28	ocr_candidates_and_row_identities
01058052	71	24	ssw	28	28	28	ocr_candidates_and_row_identities
01058052	71	24	dkp	0			ocr_candidates_and_row_identities
01058052	71	24	dgl	0	-		ocr_candidates_and_row_identities
01058052	71	24	gruene	21	21	21	ocr_candidates_and_row_identities
01058052	71	24	fp	0	-		ocr_candidates_and_row_identities
01058052	71	24	fsu	0	-		ocr_candidates_and_row_identities
01058052	71	24	einzelbewerber_llsh	0	-		ocr_candidates_and_row_identities
01058053	70	25	eligible_voters	5063	5063	5063	ocr_candidates_and_row_identities
01058053	70	25	without_certificate	4668	4668	4668	ocr_candidates_and_row_identities
01058053	70	25	with_certificate	395	395	395	ocr_candidates_and_row_identities
01058053	70	25	number_voters	4141	4141	4141	ocr_candidates_and_row_identities
01058053	70	25	invalid_votes	12	12	12	ocr_candidates_and_row_identities
01058053	71	25	valid_votes	4129	4129	4129	ocr_candidates_and_row_identities
01058053	71	25	cdu	1832	1832	1832	ocr_candidates_and_row_identities
01058053	71	25	spd	2085	2085	2085	ocr_candidates_and_row_identities
01058053	71	25	fdp	104	104	104	ocr_candidates_and_row_identities
01058053	71	25	ssw	0	-		ocr_candidates_and_row_identities
01058053	71	25	dkp	2	2	2	ocr_candidates_and_row_identities
01058053	71	25	dgl	0	-		ocr_candidates_and_row_identities
01058053	71	25	gruene	106	106	106	ocr_candidates_and_row_identities
01058053	71	25	fp	0	-		ocr_candidates_and_row_identities
01058053	71	25	fsu	0	-		ocr_candidates_and_row_identities
01058053	71	25	einzelbewerber_llsh	0	-		ocr_candidates_and_row_identities
01058054	72	1	eligible_voters	3980	3980	3980	ocr_candidates_and_row_identities
01058054	72	1	without_certificate	3725	3725	3725	ocr_candidates_and_row_identities
01058054	72	1	with_certificate	255	255	255	ocr_candidates_and_row_identities
01058054	72	1	number_voters	3135	3135	3135	ocr_candidates_and_row_identities
01058054	72	1	invalid_votes	10	13	10	ocr_candidates_and_row_identities
01058054	73	1	valid_votes	3125	3125	3125	ocr_candidates_and_row_identities
01058054	73	1	cdu	1489	1489	1489	ocr_candidates_and_row_identities
01058054	73	1	spd	1473	1473	1473	ocr_candidates_and_row_identities
01058054	73	1	fdp	54	54	54	ocr_candidates_and_row_identities
01058054	73	1	ssw	35	35	35	ocr_candidates_and_row_identities
01058054	73	1	dkp	0			ocr_candidates_and_row_identities
01058054	73	1	dgl	0	-		ocr_candidates_and_row_identities
01058054	73	1	gruene	74	74	74	ocr_candidates_and_row_identities
01058054	73	1	fp	0	-		ocr_candidates_and_row_identities
01058054	73	1	fsu	0	-		ocr_candidates_and_row_identities
01058054	73	1	einzelbewerber_llsh	0	-		ocr_candidates_and_row_identities
01058055	72	2	eligible_voters	37	37	37	ocr_candidates_and_row_identities
01058055	72	2	without_certificate	36	36	36	ocr_candidates_and_row_identities
01058055	72	2	with_certificate	1	1		ocr_candidates_and_row_identities
01058055	72	2	number_voters	33	33	33	ocr_candidates_and_row_identities
01058055	72	2	invalid_votes	0			ocr_candidates_and_row_identities
01058055	73	2	valid_votes	33	33	33	ocr_candidates_and_row_identities
01058055	73	2	cdu	30	30	30	ocr_candidates_and_row_identities
01058055	73	2	spd	2	2	?	ocr_candidates_and_row_identities
01058055	73	2	fdp	0			ocr_candidates_and_row_identities
01058055	73	2	ssw	0			ocr_candidates_and_row_identities
01058055	73	2	dkp	0			ocr_candidates_and_row_identities
01058055	73	2	dgl	0	-		ocr_candidates_and_row_identities
01058055	73	2	gruene	1	1		ocr_candidates_and_row_identities
01058055	73	2	fp	0	-		ocr_candidates_and_row_identities
01058055	73	2	fsu	0	-		ocr_candidates_and_row_identities
01058055	73	2	einzelbewerber_llsh	0	-		ocr_candidates_and_row_identities
01058056	72	3	eligible_voters	285	285	2 85	ocr_candidates_and_row_identities
01058056	72	3	without_certificate	270	27	270	ocr_candidates_and_row_identities
01058056	72	3	with_certificate	15		15	ocr_candidates_and_row_identities
01058056	72	3	number_voters	233	15 233	233	ocr_candidates_and_row_identities
01058056	72	3	invalid_votes	1	1		ocr_candidates_and_row_identities
01058056	73	3	valid_votes	232	232	232	ocr_candidates_and_row_identities
01058056	73	3	cdu	192	192	192	ocr_candidates_and_row_identities
01058056	73	3	spd	38	3P	3P	visual
01058056	73	3	fdp	0			ocr_candidates_and_row_identities
01058056	73	3	ssw	0			ocr_candidates_and_row_identities
01058056	73	3	dkp	0			ocr_candidates_and_row_identities
01058056	73	3	dgl	0	-		ocr_candidates_and_row_identities
01058056	73	3	gruene	2	2	2	ocr_candidates_and_row_identities
01058056	73	3	fp	0	-		ocr_candidates_and_row_identities
01058056	73	3	fsu	0	-		ocr_candidates_and_row_identities
01058056	73	3	einzelbewerber_llsh	0	-		ocr_candidates_and_row_identities
01058057	72	4	eligible_voters	330	330	330	ocr_candidates_and_row_identities
01058057	72	4	without_certificate	311	311	311	ocr_candidates_and_row_identities
01058057	72	4	with_certificate	19	19	19	ocr_candidates_and_row_identities
01058057	72	4	number_voters	277	277	277	ocr_candidates_and_row_identities
01058057	72	4	invalid_votes	0			ocr_candidates_and_row_identities
01058057	73	4	valid_votes	277	277	277	ocr_candidates_and_row_identities
01058057	73	4	cdu	137	137	137	ocr_candidates_and_row_identities
01058057	73	4	spd	110	116	110	ocr_candidates_and_row_identities
01058057	73	4	fdp	11	11	11	ocr_candidates_and_row_identities
01058057	73	4	ssw	12	12	12	ocr_candidates_and_row_identities
01058057	73	4	dkp	0			ocr_candidates_and_row_identities
01058057	73	4	dgl	0	-		ocr_candidates_and_row_identities
01058057	73	4	gruene	7	7	7	ocr_candidates_and_row_identities
